N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1556.0,메리츠 KIS 통안채 1년 ETN,53155.0,보합0,0.00%,0.0,,,
1557.0,동양고속,7320.0,상승  110,+1.53%,5000.0,1200.0,1684.0,-3.0
1558.0,메리츠 국채10년 ETN,10595.0,상승  20,+0.19%,0.0,,,
1559.0,KODEX 탄소효율그린뉴딜,8140.0,상승  120,+1.50%,0.0,,,
1560.0,WON 반도체밸류체인액티브,8420.0,상승  450,+5.65%,0.0,,,
1561.0,LX하우시스우,20350.0,하락  550,-2.63%,5000.0,,,
1562.0,미래에셋 -2X 미국 AI TOP3 ETN,20960.0,하락  260,-1.23%,0.0,,,
1563.0,N2 선진국 1등주 ETN,10450.0,보합0,0.00%,0.0,,,
1564.0,ACE 아시아TOP50S&P,16620.0,상승  20,+0.12%,0.0,,,
1565.0,신한 2X 26-05 은행채(AAA) ETN,10360.0,보합0,0.00%,0.0,,,
1566.0,신한 2X 26-05 공사채(AAA) ETN,10360.0,보합0,0.00%,0.0,,,
1567.0,KC그린홀딩스,901.0,상승  6,+0.67%,500.0,6985.0,9166.0,-299.0
1568.0,신한 26-05 은행채(AAA) ETN,10290.0,보합0,0.00%,0.0,,,
1569.0,신한 26-05 공사채(AAA) ETN,10290.0,보합0,0.00%,0.0,,,
1570.0,N2 월간 레버리지 방위산업 Top5 ETN,20575.0,상승  285,+1.40%,0.0,,,
1571.0,대신 KAP 통안채 6개월 ETN,51315.0,보합0,0.00%,0.0,,,
1572.0,삼성 레버리지 일본니케이225선물 ETN(H),20520.0,하락  240,-1.16%,0.0,,,
1573.0,RISE 차이나HSCEI(H),8550.0,상승  20,+0.23%,0.0,,,
1574.0,메리츠 인버스 국채3년 ETN,10260.0,보합0,0.00%,0.0,,,
1575.0,주연테크,309.0,보합0,0.00%,200.0,435.0,459.0,-47.0
1576.0,대신 KAP 통안채 3개월 ETN,51275.0,보합0,0.00%,0.0,,,
1577.0,N2 US 500 월간레버리지 ETN(H),40755.0,보합0,0.00%,0.0,,,
1578.0,KODEX 에너지화학,10020.0,상승  505,+5.31%,0.0,,,
1579.0,KB CSI 300 ETN,10150.0,하락  125,-1.22%,0.0,,,
1580.0,KODEX 삼성그룹밸류,7780.0,상승  110,+1.43%,0.0,,,
1581.0,하나 인버스 2X 옥수수 선물 ETN(H),20225.0,상승  5,+0.02%,0.0,,,
1582.0,N2 블룸버그 2X 천연가스 선물 ETN(H),342.0,하락  9,-2.56%,0.0,,,
1583.0,ACE 글로벌메타버스테크액티브,14385.0,상승  175,+1.23%,0.0,,,
1584.0,스타에스엠리츠,2570.0,상승  70,+2.80%,5000.0,75.0,993.0,1.0
1585.0,RISE 미국AI밸류체인TOP3Plus,12145.0,상승  45,+0.37%,0.0,,,
1586.0,TIGER 코스피고배당,14810.0,상승  50,+0.34%,0.0,,,
1587.0,TIGER 차이나반도체FACTSET,6715.0,하락  210,-3.03%,0.0,,,
1588.0,N2 월간 레버리지 선진국 1등주 ETN,19865.0,보합0,0.00%,0.0,,,
1589.0,TIGER 200 건설,2605.0,상승  40,+1.56%,0.0,,,
1590.0,녹십자홀딩스2우,23400.0,상승  300,+1.30%,500.0,,,
1591.0,N2 전력인프라 Top5 ETN,9890.0,하락  65,-0.65%,0.0,,,
1592.0,한투 FTSE100 ETN,19765.0,보합0,0.00%,0.0,,,
1593.0,KODEX 게임산업,6810.0,상승  200,+3.03%,0.0,,,
1594.0,RISE 미국단기투자등급회사채액티브,12315.0,상승  20,+0.16%,0.0,,,
1595.0,KOSEF 미국달러선물레버리지,16215.0,상승  15,+0.09%,0.0,,,
1596.0,N2 코스피 200 TR ETN,9720.0,상승  275,+2.91%,0.0,,,
1597.0,TIGER 반도체TOP10레버리지,4890.0,상승  410,+9.15%,0.0,,,
1598.0,KODEX 일본부동산리츠(H),10700.0,보합0,0.00%,0.0,,,
1599.0,TIGER 글로벌사이버보안INDXX,14530.0,하락  50,-0.34%,0.0,,,
1600.0,KODEX 53-09 국고채액티브,12205.0,상승  45,+0.37%,0.0,,,
1601.0,코오롱모빌리티그룹우,7780.0,하락  390,-4.77%,500.0,,,
1602.0,TIGER 원유선물Enhanced(H),4440.0,상승  90,+2.07%,0.0,,,
1603.0,TIGER 200IT레버리지,24615.0,"상승  1,710",+7.47%,0.0,,,
1604.0,삼성 레버리지 미국다우존스 선물 ETN,18990.0,하락  270,-1.40%,0.0,,,
1605.0,TIGER 미국달러선물인버스2X,5120.0,보합0,0.00%,0.0,,,
1606.0,신한 레버리지 구리 선물 ETN,18935.0,하락  260,-1.35%,0.0,,,
1607.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,5405.0,하락  70,-1.28%,0.0,,,
1608.0,하나 레버리지 콩 선물 ETN(H),18885.0,보합0,0.00%,0.0,,,
1609.0,삼성 코리아 밸류업 TR ETN,9415.0,보합0,0.00%,0.0,,,
1610.0,TIGER Fn신재생에너지,8160.0,상승  280,+3.55%,0.0,,,
1611.0,넥센타이어1우B,2880.0,상승  50,+1.77%,500.0,,,
1612.0,KB CSI 500 ETN,9345.0,보합0,0.00%,0.0,,,
1613.0,ACE 국고채3년,103635.0,상승  85,+0.08%,0.0,,,
1614.0,미래에셋 -2X 미국 자율주행대표기업 ETN,18530.0,상승  810,+4.57%,0.0,,,
1615.0,마이티 다이나믹퀀트액티브,11560.0,상승  230,+2.03%,0.0,,,
1616.0,TIMEFOLIO 글로벌소비트렌드액티브,11210.0,하락  155,-1.36%,0.0,,,
1617.0,메리츠 레버리지 은 선물 ETN(H),18495.0,상승  325,+1.79%,0.0,,,
1618.0,N2 레버리지 은 선물 ETN(H),18380.0,상승  265,+1.46%,0.0,,,
1619.0,키움 인버스 미국달러선물 ETN,9175.0,상승  10,+0.11%,0.0,,,
1620.0,TIGER 미국AI반도체팹리스,11810.0,상승  200,+1.72%,0.0,,,
1621.0,삼성 인버스 2X 일본니케이225선물 ETN(H),18290.0,상승  370,+2.06%,0.0,,,
1622.0,TIGER 리츠부동산인프라채권TR KIS,4570.0,상승  20,+0.44%,0.0,,,
1623.0,RISE 미국고정배당우선증권 TR,12185.0,상승  160,+1.33%,0.0,,,
1624.0,RISE 미국30년국채액티브,10125.0,상승  85,+0.85%,0.0,,,
1625.0,한투 금 선물 ETN,18165.0,상승  190,+1.06%,0.0,,,
1626.0,KODEX 테슬라밸류체인FactSet,15790.0,하락  330,-2.05%,0.0,,,
1627.0,TIGER 게임TOP10,5335.0,상승  180,+3.49%,0.0,,,
1628.0,KB 인버스 2X 밀 선물 ETN,36245.0,상승  710,+2.00%,0.0,,,
1629.0,KODEX 미국나스닥100선물인버스(H),7705.0,상승  30,+0.39%,0.0,,,
1630.0,신한 인버스 코스닥 150 선물 ETN,9035.0,하락  350,-3.73%,0.0,,,
1631.0,미래에셋 인버스 코스닥150 선물 ETN,9010.0,하락  325,-3.48%,0.0,,,
1632.0,신한 인버스 옥수수 선물 ETN(H),9000.0,하락  155,-1.69%,0.0,,,
1633.0,ACE 라이프자산주주가치액티브,9985.0,상승  30,+0.30%,0.0,,,
1634.0,메리츠 인버스 2X 구리 선물 ETN(H),17905.0,상승  200,+1.13%,0.0,,,
1635.0,N2 인버스 레버리지 구리 선물 ETN(H),17880.0,상승  140,+0.79%,0.0,,,
1636.0,하이트진로2우B,15750.0,상승  20,+0.13%,5000.0,,,
1637.0,KODEX 미국S&P바이오(합성),29030.0,상승  385,+1.34%,0.0,,,
1638.0,ACE ESG액티브,7345.0,상승  130,+1.80%,0.0,,,
1639.0,KB 인버스 2X 콩 선물 ETN,35065.0,하락  215,-0.61%,0.0,,,
1640.0,SOL K방산,11660.0,하락  40,-0.34%,0.0,,,
1641.0,DAISHIN343 AI반도체&인프라액티브,7950.0,상승  195,+2.51%,0.0,,,
1642.0,PLUS 애플채권혼합,12885.0,하락  160,-1.23%,0.0,,,
1643.0,한투 인버스 2X 플래티넘 선물 ETN,17390.0,하락  400,-2.25%,0.0,,,
1644.0,RISE TDF2050액티브,13360.0,하락  40,-0.30%,0.0,,,
1645.0,TIGER 차이나클린에너지SOLACTIVE,6030.0,하락  85,-1.39%,0.0,,,
1646.0,메리츠 미국 인플레이션 국채 ETN(H),8680.0,상승  30,+0.35%,0.0,,,
1647.0,KODEX 웹툰&드라마,2930.0,상승  30,+1.03%,0.0,,,
1648.0,한투 레버리지 구리 선물 ETN,17200.0,하락  210,-1.21%,0.0,,,
1649.0,대상홀딩스우,18800.0,상승  800,+4.44%,1000.0,,,
1650.0,제이준코스메틱,3815.0,하락  45,-1.17%,500.0,170.0,484.0,-102.0
1651.0,TIGER KEDI혁신기업ESG30,9480.0,상승  150,+1.61%,0.0,,,
1652.0,키움 코스닥 150 TR ETN,8530.0,상승  310,+3.77%,0.0,,,
1653.0,신한 옥수수 선물 ETN(H),8525.0,상승  35,+0.41%,0.0,,,
1654.0,SHD,14010.0,보합0,0.00%,5000.0,1063.0,848.0,7.0
1655.0,KB 레버리지 금 선물 ETN(H),33985.0,상승  785,+2.36%,0.0,,,
1656.0,대덕전자1우,8100.0,상승  130,+1.63%,500.0,,,
1657.0,메리츠 인버스 2X 미국채30년 ETN(H),16945.0,하락  160,-0.94%,0.0,,,
1658.0,미래에셋 코스닥150 선물 ETN,8445.0,상승  140,+1.69%,0.0,,,
1659.0,SOL KEDI메가테크액티브,14670.0,상승  130,+0.89%,0.0,,,
1660.0,KODEX IT,15310.0,상승  600,+4.08%,0.0,,,
1661.0,ACE 애플밸류체인액티브,10855.0,하락  90,-0.82%,0.0,,,
1662.0,ACE 주주환원가치주액티브,12830.0,상승  15,+0.12%,0.0,,,
1663.0,TIGER 퓨처모빌리티액티브,7020.0,상승  85,+1.23%,0.0,,,
1664.0,KOSEF 국고채3년,110695.0,상승  120,+0.11%,0.0,,,
1665.0,미래에셋 코스피200 선물 ETN,8245.0,상승  180,+2.23%,0.0,,,
1666.0,KODEX iShares미국투자등급회사채액티브,11645.0,상승  40,+0.34%,0.0,,,
1667.0,메리츠 인버스 2X 미국채10년 ETN(H),16405.0,하락  70,-0.42%,0.0,,,
1668.0,한투 레버리지 유로스탁스50 ETN(H) B,16380.0,상승  105,+0.65%,0.0,,,
1669.0,N2 코스닥 150 TR ETN,8165.0,하락  45,-0.55%,0.0,,,
1670.0,PLUS 미국다우존스고배당주(합성 H),17160.0,하락  30,-0.17%,0.0,,,
1671.0,ACE 글로벌AI맞춤형반도체,12030.0,하락  40,-0.33%,0.0,,,
1672.0,솔루스첨단소재2우B,4290.0,상승  270,+6.72%,100.0,,,
1673.0,미래에셋 레버리지 미국 제약 TOP3 ETN,16070.0,상승  10,+0.06%,0.0,,,
1674.0,신한 인버스 콩 선물 ETN(H),8035.0,하락  100,-1.23%,0.0,,,
1675.0,한투 레버리지 베트남 VN30 선물 ETN(H),16030.0,하락  230,-1.41%,0.0,,,
1676.0,대신 3X 레버리지 국채30년 ETN,80080.0,상승  250,+0.31%,0.0,,,
1677.0,PLUS 한화그룹주,11025.0,상승  165,+1.52%,0.0,,,
1678.0,BNK 주주가치액티브,13285.0,상승  215,+1.64%,0.0,,,
1679.0,히어로즈 25-09 미국채권(AA-이상)액티브,56935.0,상승  50,+0.09%,0.0,,,
1680.0,KODEX S&P글로벌인프라(합성),18260.0,하락  30,-0.16%,0.0,,,
1681.0,HANARO Fn K-푸드,10620.0,상승  55,+0.52%,0.0,,,
1682.0,KODEX 차이나과창판STAR50(합성),7890.0,하락  50,-0.63%,0.0,,,
1683.0,RISE 200선물레버리지,13195.0,상승  525,+4.14%,0.0,,,
1684.0,ACE 러시아MSCI(합성),8535.0,보합0,0.00%,0.0,,,
1685.0,삼양홀딩스우,51700.0,보합0,0.00%,5000.0,,,
1686.0,HANARO Fn전기&수소차,6975.0,상승  145,+2.12%,0.0,,,
1687.0,TIGER 농산물선물Enhanced(H),5570.0,상승  25,+0.45%,0.0,,,
1688.0,KB 블룸버그 레버리지 천연가스 선물 ETN,6235.0,하락  65,-1.03%,0.0,,,
1689.0,KODEX K-미래차액티브,7590.0,상승  125,+1.67%,0.0,,,
1690.0,ACE 미국IT인터넷S&P(합성 H),19445.0,상승  205,+1.07%,0.0,,,
1691.0,삼성 S&P500 ETN,15545.0,하락  85,-0.54%,0.0,,,
1692.0,1Q 차이나H(H),12935.0,하락  30,-0.23%,0.0,,,
1693.0,RISE 삼성그룹Top3채권혼합,9685.0,상승  60,+0.62%,0.0,,,
1694.0,KODEX KRX300,15485.0,상승  320,+2.11%,0.0,,,
1695.0,한투 레버리지 플래티넘 선물 ETN,15420.0,상승  385,+2.56%,0.0,,,
1696.0,WON 종합채권(AA-이상)액티브,51225.0,상승  220,+0.43%,0.0,,,
1697.0,KODEX 배당성장,15240.0,상승  150,+0.99%,0.0,,,
1698.0,코리아써우,5140.0,상승  60,+1.18%,500.0,,,
1699.0,PLUS 미국테크TOP10레버리지(합성),30385.0,상승  15,+0.05%,0.0,,,
1700.0,N2 월간 레버리지 코스피 200 선물 ETN,15175.0,보합0,0.00%,0.0,,,
1701.0,RISE 글로벌주식분산액티브,13795.0,하락  85,-0.61%,0.0,,,
1702.0,KCGI 미국S&P500 TOP10,12635.0,상승  15,+0.12%,0.0,,,
1703.0,KODEX 국채선물3년인버스,54810.0,보합0,0.00%,0.0,,,
1704.0,하나 인버스 2X 콩 선물 ETN(H),15125.0,하락  10,-0.07%,0.0,,,
1705.0,TIGER 코스닥150선물인버스,4030.0,하락  155,-3.70%,0.0,,,
1706.0,미래에셋 레버리지 옥수수 선물 ETN,15045.0,상승  65,+0.43%,0.0,,,
1707.0,대한제당우,2320.0,하락  25,-1.07%,500.0,,,
1708.0,삼성 S&P500 VIX S/T 선물 ETN,5005.0,상승  165,+3.41%,0.0,,,
1709.0,미래에셋 2X 미국채울트라30년 선물 ETN,7495.0,상승  75,+1.01%,0.0,,,
1710.0,하나 S&P 레버리지 WTI원유 선물 ETN,14980.0,상승  390,+2.67%,0.0,,,
1711.0,신한 인버스 2X 구리 선물 ETN,2995.0,상승  30,+1.01%,0.0,,,
1712.0,KOSEF 미국S&P500(H),14950.0,하락  95,-0.63%,0.0,,,
1713.0,한투 인버스 플래티넘 선물 ETN,14925.0,하락  200,-1.32%,0.0,,,
1714.0,N2 블룸버그 2X WTI원유선물 ETN,14920.0,상승  490,+3.40%,0.0,,,
1715.0,키움 레버리지 조선TOP10 ETN,29755.0,"하락  1,345",-4.32%,0.0,,,
1716.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1485.0,상승  18,+1.23%,0.0,,,
1717.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),14840.0,상승  300,+2.06%,0.0,,,
1718.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,14815.0,상승  530,+3.71%,0.0,,,
1719.0,태양금속우,4460.0,상승  110,+2.53%,500.0,,,
1720.0,파워 K-주주가치액티브,9810.0,상승  50,+0.51%,0.0,,,
1721.0,PLUS 선진국MSCI(합성 H),11645.0,하락  25,-0.21%,0.0,,,
1722.0,TIGER 200 에너지화학,9495.0,상승  415,+4.57%,0.0,,,
1723.0,삼성 인버스 2X S&P500 선물 ETN,14545.0,상승  170,+1.18%,0.0,,,
1724.0,RISE 채권혼합,60455.0,상승  395,+0.66%,0.0,,,
1725.0,ACE 미국친환경그린테마INDXX,9355.0,상승  195,+2.13%,0.0,,,
1726.0,RISE 헬스케어채권혼합,12065.0,상승  60,+0.50%,0.0,,,
1727.0,RISE 미국테크100데일리고정커버드콜,11095.0,하락  20,-0.18%,0.0,,,
1728.0,TIMEFOLIO 코리아밸류업액티브,9305.0,상승  85,+0.92%,0.0,,,
1729.0,ACE 미국달러단기채권액티브,11970.0,상승  10,+0.08%,0.0,,,
1730.0,에셋플러스 차이나일등기업포커스10액티브,13735.0,상승  60,+0.44%,0.0,,,
1731.0,ACE 글로벌브랜드TOP10블룸버그,17820.0,하락  185,-1.03%,0.0,,,
1732.0,삼성 금 선물 ETN(H),14215.0,상승  150,+1.07%,0.0,,,
1733.0,RISE 미국S&P원유생산기업(합성 H),6045.0,상승  105,+1.77%,0.0,,,
1734.0,KOSEF 코스닥150,5860.0,상승  215,+3.81%,0.0,,,
1735.0,HANARO 코스닥150,11770.0,상승  430,+3.79%,0.0,,,
1736.0,한투 인버스 2X 금 선물 ETN,14120.0,보합0,0.00%,0.0,,,
1737.0,신한 인버스 2X 코스피 200 선물 ETN,14120.0,하락  465,-3.19%,0.0,,,
1738.0,삼성 인버스 2X 코스피200 선물 ETN,14085.0,하락  565,-3.86%,0.0,,,
1739.0,메리츠 인버스 미국채30년 ETN(H),14030.0,보합0,0.00%,0.0,,,
1740.0,KODEX 운송,5190.0,상승  85,+1.67%,0.0,,,
1741.0,KODEX 철강,9090.0,상승  230,+2.60%,0.0,,,
1742.0,신한 레버리지 Russell 2000 ETN,13970.0,하락  100,-0.71%,0.0,,,
1743.0,에이리츠,3130.0,보합0,0.00%,5000.0,16.0,817.0,-15.0
1744.0,PLUS 미국배당증가성장주데일리커버드콜,9955.0,하락  55,-0.55%,0.0,,,
1745.0,KB 레버리지 항셍테크 선물 ETN(H) B,13925.0,하락  150,-1.07%,0.0,,,
1746.0,RISE V&S셀렉트밸류채권혼합,11555.0,상승  60,+0.52%,0.0,,,
1747.0,메리츠 레버리지 구리 선물 ETN(H),13855.0,하락  140,-1.00%,0.0,,,
1748.0,RISE 배터리 리사이클링,8990.0,상승  410,+4.78%,0.0,,,
1749.0,NPC우,2620.0,상승  15,+0.58%,500.0,,,
1750.0,삼성 레버리지 구리 선물 ETN(H),13790.0,하락  140,-1.01%,0.0,,,
1751.0,대신 천연가스 선물 ETN(H),4595.0,하락  10,-0.22%,0.0,,,
1752.0,한투 은 선물 ETN,13775.0,상승  120,+0.88%,0.0,,,
1753.0,신한 달러인덱스 선물 ETN(H),13755.0,상승  115,+0.84%,0.0,,,
1754.0,N2 레버리지 구리 선물 ETN(H),13755.0,하락  165,-1.19%,0.0,,,
1755.0,RISE 미국AI밸류체인데일리고정커버드콜,11445.0,상승  85,+0.75%,0.0,,,
1756.0,덕성우,9860.0,상승  60,+0.61%,500.0,,,
1757.0,KODEX 유럽명품TOP10 STOXX,9455.0,하락  40,-0.42%,0.0,,,
1758.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,1246.0,상승  92,+7.97%,0.0,,,
1759.0,KB 레버리지 밀 선물 ETN,9055.0,하락  190,-2.06%,0.0,,,
1760.0,한투 S&P 인버스 2X 엔달러 선물 ETN(H),13500.0,상승  75,+0.56%,0.0,,,
1761.0,메리츠 인버스 미국채10년 ETN(H),13450.0,하락  20,-0.15%,0.0,,,
1762.0,TIGER 200 금융,8290.0,상승  40,+0.48%,0.0,,,
1763.0,하나 S&P 인버스 2X WTI원유 선물 ETN,13400.0,하락  500,-3.60%,0.0,,,
1764.0,N2 월간 레버리지 코스닥 150 선물 ETN,13375.0,상승  930,+7.47%,0.0,,,
1765.0,일정실업,11130.0,보합0,0.00%,5000.0,326.0,310.0,-15.0
1766.0,코오롱우,12380.0,하락  10,-0.08%,5000.0,,,
1767.0,메리츠 미국레버리지 인플레이션국채ETN(H),6660.0,상승  45,+0.68%,0.0,,,
1768.0,N2 블룸버그 -2X WTI원유선물 ETN,13275.0,하락  525,-3.80%,0.0,,,
1769.0,KB S&P 인버스 2X WTI원유 선물 ETN,13265.0,하락  480,-3.49%,0.0,,,
1770.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,13265.0,하락  475,-3.46%,0.0,,,
1771.0,KODEX 미국S&P500경기소비재,17650.0,하락  280,-1.56%,0.0,,,
1772.0,한투 인버스 2X 유로스탁스50 ETN(H) B,13195.0,하락  75,-0.57%,0.0,,,
1773.0,KODEX 미국S&P500유틸리티,13125.0,상승  75,+0.57%,0.0,,,
1774.0,신한 인버스 WTI원유 선물 ETN(H),2620.0,하락  45,-1.69%,0.0,,,
1775.0,N2 S&P500 버퍼10% 6월 ETN(H),13095.0,보합0,0.00%,0.0,,,
1776.0,에셋플러스 코리아플랫폼액티브,6230.0,상승  25,+0.40%,0.0,,,
1777.0,KB 인버스 2X 나스닥 100 ETN,3265.0,상승  40,+1.24%,0.0,,,
1778.0,KODEX 미국S&P500커뮤니케이션,16295.0,상승  60,+0.37%,0.0,,,
1779.0,N2 S&P500 버퍼10% 3월 ETN(H),13025.0,보합0,0.00%,0.0,,,
1780.0,N2 S&P500 버퍼10% 12월 ETN(H),13010.0,보합0,0.00%,0.0,,,
1781.0,히어로즈 미국성장기업30액티브,15300.0,상승  20,+0.13%,0.0,,,
1782.0,미래에셋 인도네시아 Top5 ETN,13000.0,하락  5,-0.04%,0.0,,,
1783.0,KODEX 200가치저변동,10810.0,상승  120,+1.12%,0.0,,,
1784.0,TIGER 미국캐시카우100,12935.0,하락  80,-0.61%,0.0,,,
1785.0,TIGER 유로스탁스배당30,12275.0,하락  25,-0.20%,0.0,,,
1786.0,HANARO 주주가치성장코리아액티브,9895.0,상승  95,+0.97%,0.0,,,
1787.0,JW중외제약2우B,60600.0,보합0,0.00%,2500.0,,,
1788.0,RISE 국채30년레버리지(합성),25260.0,상승  160,+0.64%,0.0,,,
1789.0,TIGER 차이나CSI300인버스(합성),7425.0,상승  25,+0.34%,0.0,,,
1790.0,한진칼우,23400.0,상승  300,+1.30%,2500.0,,,
1791.0,한투 일본종합상사TOP5 ETN,12535.0,하락  70,-0.56%,0.0,,,
1792.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),12535.0,상승  440,+3.64%,0.0,,,
1793.0,KB S&P 레버리지 WTI원유 선물 ETN(H),12490.0,상승  435,+3.61%,0.0,,,
1794.0,메리츠 KAP 레버리지 중국 위안화 ETN,24930.0,하락  75,-0.30%,0.0,,,
1795.0,삼성 인버스 2X 구리 선물 ETN(H),2490.0,상승  25,+1.01%,0.0,,,
1796.0,ACE 골드선물 레버리지(합성 H),24900.0,상승  720,+2.98%,0.0,,,
1797.0,TIGER S&P글로벌인프라(합성),14635.0,하락  85,-0.58%,0.0,,,
1798.0,KODEX 대만테크고배당다우존스,9560.0,하락  80,-0.83%,0.0,,,
1799.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,12395.0,상승  160,+1.31%,0.0,,,
1800.0,PLUS 글로벌방산,9500.0,하락  90,-0.94%,0.0,,,
1801.0,PLUS 미국테크TOP10,18960.0,상승  150,+0.80%,0.0
1802.0,SOL 글로벌탄소배출권선물ICE(합성),12275.0,상승  40,+0.33%,0.0
1803.0,코오롱글로벌우,16500.0,상승  390,+2.42%,5000.0
1804.0,신한 S&P 인버스 2X 유로 선물 ETN(H),12195.0,상승  210,+1.75%,0.0
1805.0,ACE 원자력테마딥서치,17325.0,상승  65,+0.38%,0.0
1806.0,HANARO Fn K-게임,4095.0,상승  120,+3.02%,0.0
1807.0,메리츠 레버리지 국채5년 ETN,12045.0,보합0,0.00%,0.0
1808.0,RISE 글로벌수소경제,7295.0,상승  200,+2.82%,0.0
1809.0,하나 레버리지 옥수수 선물 ETN(H),12035.0,상승  25,+0.21%,0.0
1810.0,삼성 나스닥 100 ETN,12020.0,하락  75,-0.62%,0.0
1811.0,KB 레버리지 KOSDAQ 150 선물 ETN,23970.0,"상승  1,770",+7.97%,0.0
1812.0,HANARO CD금리액티브(합성),104025.0,상승  20,+0.02%,0.0
1813.0,대신 밀 선물 ETN(H),5975.0,하락  50,-0.83%,0.0
1814.0,삼성 항셍테크 ETN(H) B,11920.0,상승  55,+0.46%,0.0
1815.0,한투 구리 선물 ETN,11910.0,하락  55,-0.46%,0.0
1816.0,파워 코스피100,24800.0,상승  460,+1.89%,0.0
1817.0,TIGER K게임,7000.0,상승  175,+2.56%,0.0
1818.0,PLUS 우량회사채50,118935.0,상승  65,+0.05%,0.0
1819.0,VITA MZ소비액티브,7915.0,상승  130,+1.67%,0.0
1820.0,TIGER 단기선진하이일드(합성 H),13125.0,상승  100,+0.77%,0.0
1821.0,KODEX 미국S&P500필수소비재,12395.0,상승  25,+0.20%,0.0
1822.0,TIGER 일본TOPIX(합성 H),23530.0,상승  20,+0.09%,0.0
1823.0,KODEX MSCI퀄리티,8390.0,상승  90,+1.08%,0.0
1824.0,HANARO KOFR금리액티브(합성),106610.0,상승  15,+0.01%,0.0
1825.0,미래에셋 -2X 홍콩H 선물 ETN(H),11705.0,하락  60,-0.51%,0.0
1826.0,RISE 미국S&P배당킹,11145.0,하락  80,-0.71%,0.0
1827.0,LX홀딩스1우,7980.0,하락  20,-0.25%,1000.0
1828.0,삼성 인버스 코스피 200 선물 ETN,11690.0,하락  240,-2.01%,0.0
1829.0,한투 블룸버그 WTI원유 선물 ETN,11680.0,상승  240,+2.10%,0.0
1830.0,신한 인버스 구리 선물 ETN(H),5835.0,상승  30,+0.52%,0.0
1831.0,KB 레버리지 KOSPI 200 선물 ETN,23335.0,"상승  1,020",+4.57%,0.0
1832.0,KODEX 구리선물(H),6860.0,하락  70,-1.01%,0.0
1833.0,미래에셋 천연가스 선물 ETN(H),1941.0,하락  21,-1.07%,0.0
1834.0,삼성 은 선물 ETN(H),11645.0,상승  105,+0.91%,0.0
1835.0,삼성 블룸버그 WTI원유 선물 ETN,11635.0,상승  235,+2.06%,0.0
1836.0,신한 S&P 인버스 유로 선물 ETN(H),11535.0,상승  105,+0.92%,0.0
1837.0,삼성 인버스 2X 항셍테크 ETN(H) B,11530.0,하락  15,-0.13%,0.0
1838.0,메리츠 인버스 국채30년 ETN,11515.0,하락  15,-0.13%,0.0
1839.0,메리츠 3X 레버리지 국채10년 ETN,23010.0,상승  135,+0.59%,0.0
1840.0,KODEX KRX300레버리지,11505.0,상승  415,+3.74%,0.0
1841.0,TIGER 한중반도체(합성),15300.0,상승  465,+3.13%,0.0
1842.0,메리츠 KAP 중국 위안화 ETN,11475.0,보합0,0.00%,0.0
1843.0,KODEX 필수소비재,6365.0,상승  30,+0.47%,0.0
1844.0,RISE 5대그룹주,5725.0,상승  115,+2.05%,0.0
1845.0,KODEX 미국ETF산업Top10 Indxx,17610.0,하락  40,-0.23%,0.0
1846.0,KOSEF 물가채KIS,114460.0,상승  465,+0.41%,0.0
1847.0,한국패러랠,143.0,상승  1,+0.70%,0.0
1848.0,메리츠 국채5년 ETN,11440.0,보합0,0.00%,0.0
1849.0,메리츠 레버리지 대표 농산물 선물 ETN(H),11410.0,상승  20,+0.18%,0.0
1850.0,메리츠 레버리지 국채3년 ETN,11380.0,보합0,0.00%,0.0
1851.0,메리츠 3X 레버리지 국채5년 ETN,22605.0,보합0,0.00%,0.0
1852.0,메리츠 레버리지 인도 루피화 ETN,22565.0,보합0,0.00%,0.0
1853.0,메리츠 인버스 2X 금 선물 ETN(H),11275.0,보합0,0.00%,0.0
1854.0,메리츠 인버스 2X 국채30년 ETN,11255.0,하락  170,-1.49%,0.0
1855.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),11245.0,하락  410,-3.52%,0.0
1856.0,N2 iSelect-WG 그린에너지 ESG ETN,11245.0,보합0,0.00%,0.0
1857.0,SOL 국고채30년액티브,56205.0,"상승  1,110",+2.01%,0.0
1858.0,키움 레버리지 반도체TOP10 ETN,11230.0,상승  980,+9.56%,0.0
1859.0,한투 인버스 은 선물 ETN,11150.0,보합0,0.00%,0.0
1860.0,메리츠 3X 레버리지 국채3년 ETN,22255.0,상승  35,+0.16%,0.0
1861.0,N2 레버리지 국채30년 ETN,22240.0,상승  470,+2.16%,0.0
1862.0,메리츠 국채3년 ETN,11110.0,보합0,0.00%,0.0
1863.0,한투 S&P 유럽탄소배출권 선물 ETN(H),11090.0,상승  325,+3.02%,0.0
1864.0,SOL 반도체전공정,7150.0,상승  320,+4.69%,0.0
1865.0,WON 미국빌리어네어,13030.0,하락  120,-0.91%,0.0
